mc	mn	keysig	timesig	act_dur	offset	voices	repeats	volta	barline	numbering_offset	dont_count	next
1	1	-1	4/4	1	0	5	firstMeasure					2
2	2	-1	4/4	1	0	4						3
3	3	-1	4/4	1	0	3						4
4	4	-1	4/4	1	0	4						5
5	5	-1	4/4	1	0	4						6
6	6	-1	4/4	1	0	4						7
7	7	-1	4/4	1	0	3						8
8	8	-1	4/4	1	0	3						9
9	9	-1	4/4	1	0	3						10
10	10	-1	4/4	1	0	3						11
11	11	-1	4/4	1	0	4						12
12	12	-1	4/4	1	0	3						13
13	13	-1	4/4	1	0	4						14
14	14	-1	4/4	1	0	3						15
15	15	-1	4/4	1	0	4						16
16	16	-1	4/4	1	0	6						17
17	17	-1	4/4	1	0	4						18
18	18	-1	4/4	1	0	5						19
19	19	-1	4/4	1	0	3						20
20	20	-1	4/4	1	0	4						21
21	21	-1	4/4	1	0	3						22
22	22	-1	4/4	1	0	4						23
23	23	-1	4/4	1	0	4						24
24	24	-1	4/4	1	0	4						25
25	25	-1	4/4	1	0	4						26
26	26	-1	4/4	1	0	2						27
27	27	-1	4/4	1	0	3						28
28	28	-1	4/4	1	0	6						29
29	29	-1	4/4	1	0	3						30
30	30	-1	4/4	1	0	3						31
31	31	-1	4/4	1	0	3						32
32	32	-1	4/4	1	0	3						33
33	33	-1	4/4	1	0	3						34
34	34	-1	4/4	1	0	3						35
35	35	-1	4/4	1	0	3						36
36	36	-1	4/4	1	0	3						37
37	37	-1	4/4	1	0	3						38
38	38	-1	4/4	1	0	5						39
39	39	-1	4/4	1	0	5						40
40	40	-1	4/4	1	0	4						41
41	41	-1	4/4	1	0	3						42
42	42	-1	4/4	1	0	5						43
43	43	-1	4/4	1	0	5						44
44	44	-1	4/4	1	0	5						45
45	45	-1	4/4	1	0	5						46
46	46	-1	4/4	1	0	4						47
47	47	-1	4/4	1	0	4			double			48
48	48	2	4/4	1	0	3						49
49	49	2	4/4	1	0	4						50
50	50	2	4/4	1	0	4						51
51	51	2	4/4	1	0	4						52
52	52	2	4/4	1	0	4						53
53	53	2	4/4	1	0	4						54
54	54	2	4/4	1	0	4						55
55	55	2	4/4	1	0	4						56
56	56	2	4/4	1	0	3						57
57	57	2	4/4	1	0	3						58
58	58	2	9/8	9/8	0	3						59
59	59	2	4/4	1	0	3						60
60	60	2	4/4	1	0	2						61
61	61	2	4/4	1	0	2	lastMeasure		end			-1
