mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	2/4	2	1		Eb.I{	Eb	I		I		I						{	M	0	0	0, 4, 1		0	0
1	1	1/4	1/4	2/4	2	1		IM2	Eb	I		IM2		I	M	2					MM7	0	0	5, 0, 4, 1		0	5
1	1	3/8	3/8	2/4	2	1		vi7	Eb	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
2	2	0	0	2/4	2	1		I64	Eb	I		I64		I		64					M	0	0	1, 0, 4		0	1
2	2	1/8	1/8	2/4	2	1		vi	Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
2	2	1/4	1/4	2/4	2	1		I64	Eb	I		I64		I		64					M	0	0	1, 0, 4		0	1
2	2	3/8	3/8	2/4	2	1		IVM7	Eb	I		IVM7		IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1
3	3	0	0	2/4	2	1		I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
3	3	1/8	1/8	2/4	2	1		IV64	Eb	I		IV64		IV		64					M	0	0	0, -1, 3		-1	0
3	3	1/4	1/4	2/4	2	1		I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
3	3	3/8	3/8	2/4	2	1		IV	Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
4	4	0	0	2/4	2	1		I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
4	4	1/8	1/8	2/4	2	1		IV64	Eb	I		IV64		IV		64					M	0	0	0, -1, 3		-1	0
4	4	1/4	1/4	2/4	2	1		I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
4	4	3/8	3/8	2/4	2	1		vi	Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
5	5	1/4	1/4	2/4	2	1		ii7	Eb	I		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
6	6	1/8	1/8	2/4	2	1		V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
